ProblemId,ProblemName,conv0,it0,conv1,it1,relation,isEffective,problem_id,id,size,split,path,rows,cols,nonzeros,posdef,nsym,psym,density,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count
2755-228-77,VDOL/tumorAntiAngiogenesis_8,1,48,1,57,0.842105263157895,0,2755-228-77,2755,228,77,/home/anna/.ssgetpy/MM/VDOL/tumorAntiAngiogenesis_8/tumorAntiAngiogenesis_8.mtx,228,228,914,False,1.0,1.0,0.01758233302554632,4.008771929824562,224,14.61013563948413,3.0350877192982457,0.5117877945899937,1,4,1.3208092485549132,5.2131975069865595,1,98,692
2754-469-2,VDOL/tumorAntiAngiogenesis_7,1,48,0,86,0.558139534883721,0,2754-469-2,2754,469,2,/home/anna/.ssgetpy/MM/VDOL/tumorAntiAngiogenesis_7/tumorAntiAngiogenesis_7.mtx,469,469,4330,False,1.0,1.0,0.01968530785002796,9.232409381663112,465,21.33486027760238,4.343283582089552,1.064779568450344,1,6,2.1256750122729504,5.792341158855247,1,185,2037
223-489-98,HB/nos7,1,74,1,66,1.12121212121212,0,223-489-98,223,489,98,/home/anna/.ssgetpy/MM/HB/nos7/nos7.mtx,489,489,3023,True,1.0,1.0,0.012642135153332413,6.18200408997955,7,0.8074317840367957,4.411042944785276,0.6804010126631543,3,5,1.4014835419564209,0.7686229860594844,1,3,2157
411-1775-705,FIDAP/ex13,1,1300,0,1850,0.702702702702703,0,411-1775-705,411,1775,705,/home/anna/.ssgetpy/MM/FIDAP/ex13/ex13.mtx,1775,1775,51843,True,1.0,1.0,0.016454830390795476,29.207323943661972,50,11.348951798436255,5.447887323943662,2.05815856127764,2,14,5.361220268872803,4.757112539191208,2,26,9670
321-315-113,Bai/olm500,0,350,1,65,5.38461538461539,1,321-315-113,321,315,113,/home/anna/.ssgetpy/MM/Bai/olm500/olm500.mtx,315,315,1256,False,0.3336875664187035,0.667375132837407,0.012658100277147897,3.9873015873015873,6,1.992007208463089,1.0,0.0,1,1,3.9873015873015873,1.992007208463089,2,6,315
71-193-2875,HB/bcsstm21,1,3,1,51,0.0588235294117647,0,71-193-2875,71,193,2875,/home/anna/.ssgetpy/MM/HB/bcsstm21/bcsstm21.mtx,193,193,193,True,1.0,1.0,0.0051813471502590676,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,193
50-702-3006,HB/bcsstk28,1,270,1,78,3.46153846153846,1,50-702-3006,50,702,3006,/home/anna/.ssgetpy/MM/HB/bcsstk28/bcsstk28.mtx,702,702,29694,True,1.0,1.0,0.060255192733825215,42.2991452991453,82,11.782766611160396,3.5683760683760686,1.8125150352919754,2,11,11.853892215568862,7.559069437360765,2,42,2505
861-101-2,MathWorks/pivtol,1,11,1,52,0.211538461538462,0,861-101-2,861,101,2,/home/anna/.ssgetpy/MM/MathWorks/pivtol/pivtol.mtx,101,101,302,False,0.0,0.9950248756218906,0.02960494069208901,2.99009900990099,3,0.09900990099009897,1.00990099009901,0.09900990099009901,1,2,2.9607843137254903,0.23934422775948436,1,3,102
348-891-1635,Boeing/bcsstm38,1,684,0,0,0.0,0,348-891-1635,348,891,1635,/home/anna/.ssgetpy/MM/Boeing/bcsstm38/bcsstm38.mtx,891,891,1207,False,1.0,1.0,0.0015203789988675884,1.3546576879910213,6,1.2997134424673213,1.431561996779388,0.6169132355512137,1,3,1.357705286839145,1.0262306222151283,1,6,889
1449-273-3465,Oberwolfach/t2dal,0,300,1,61,4.91803278688525,1,1449-273-3465,1449,273,3465,/home/anna/.ssgetpy/MM/Oberwolfach/t2dal/t2dal.mtx,273,273,2165,False,1.0,1.0,0.029049094983160918,7.930402930402931,9,1.4870351253486638,2.6923076923076925,0.46153846153846156,2,3,2.945578231292517,0.23854185517216994,1,3,735
540-423-4113,Hamm/add32,1,5,1,51,0.0980392156862745,0,540-423-4113,540,423,4113,/home/anna/.ssgetpy/MM/Hamm/add32/add32.mtx,423,423,845,False,0.0,1.0,0.004722543578737935,1.9976359338061467,2,0.048564157409395126,1.0,0.0,1,1,1.9976359338061467,0.048564157409395126,1,2,423
779-1188-1320,Nemeth/nemeth15,1,146,1,53,2.75471698113208,1,779-1188-1320,779,1188,1320,/home/anna/.ssgetpy/MM/Nemeth/nemeth15/nemeth15.mtx,1188,1188,68732,False,1.0,1.0,0.04869967917105964,57.85521885521886,65,5.929233179499988,6.2853535353535355,1.5976269100449023,2,9,9.204767644301594,15.486537785690963,1,59,7467
1002-1572-136,Sandia/adder_dcop_19,1,370,0,0,0.0,0,1002-1572-136,1002,1572,136,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_19/adder_dcop_19.mtx,1572,1572,6123,False,0.0008770006577504934,0.558210918658189,0.002477759648816114,3.895038167938931,10,1.7847928335055872,3.2684948979591835,1.5863664295973867,1,10,1.1947317073170731,0.45599695251389905,1,5,5125
1448-310-2331,Oberwolfach/t2dal_bci,0,350,1,63,5.55555555555556,1,1448-310-2331,1448,310,2331,/home/anna/.ssgetpy/MM/Oberwolfach/t2dal_bci/t2dal_bci.mtx,310,310,2492,False,1.0,1.0,0.025931321540062436,8.038709677419355,9,1.445276493104088,2.729032258064516,0.4444594748296732,2,3,2.945626477541371,0.23694973074847903,1,3,846
1095-274-81,Sandia/fpga_dcop_41,1,21,1,57,0.368421052631579,0,1095-274-81,1095,274,81,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_41/fpga_dcop_41.mtx,274,274,481,False,0.2222222222222222,0.8405797101449275,0.0064068410677180455,1.7554744525547445,4,0.7751072172625136,1.281021897810219,0.5381819688890312,1,4,1.3703703703703705,0.4829038818668629,1,2,351
307-117-39,Bai/ck400,1,64,1,52,1.23076923076923,0,307-117-39,307,117,39,/home/anna/.ssgetpy/MM/Bai/ck400/ck400.mtx,117,117,561,False,0.0045045045045045045,0.990990990990991,0.04098181021257944,4.794871794871795,6,1.4937960680645648,2.9316239316239314,0.2523901377817675,2,3,1.6355685131195334,0.4812703795690722,1,2,343
1143-177-88,Sandia/oscil_dcop_32,1,52,1,59,0.88135593220339,0,1143-177-88,1143,177,88,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_32/oscil_dcop_32.mtx,177,177,473,False,0.9803921568627451,0.9934640522875817,0.01509783267898752,2.672316384180791,8,1.3382557799872983,2.4971751412429377,1.0794657277844157,1,7,1.0701357466063348,0.27251880193844047,1,3,442
2232-120-1691,TSOPF/TSOPF_RS_b162_c1,1,5,1,51,0.0980392156862745,0,2232-120-1691,2232,120,1691,/home/anna/.ssgetpy/MM/TSOPF/TSOPF_RS_b162_c1/TSOPF_RS_b162_c1.mtx,120,120,215,False,0.0,0.0,0.014930555555555556,1.7916666666666667,2,0.4061164310337068,1.7916666666666667,0.4061164310337068,1,2,1.0,0.0,1,1,215
1330-637-4888,MathWorks/Kuu,1,41,1,58,0.706896551724138,0,1330-637-4888,1330,637,4888,/home/anna/.ssgetpy/MM/MathWorks/Kuu/Kuu.mtx,637,637,21373,True,1.0,1.0,0.052672826164640474,33.55259026687598,70,12.843306854822345,3.4317111459968603,0.8773080658845179,2,5,9.777218664226899,2.797242915351347,2,14,2186
1038-1770-10,Sandia/adder_dcop_55,1,126,0,0,0.0,0,1038-1770-10,1038,1770,10,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_55/adder_dcop_55.mtx,1770,1770,7788,False,0.0026538397744236193,0.5387294742079947,0.0024858757062146894,4.4,33,2.0894941730853733,3.7286602600339176,1.9297669607469279,1,31,1.1807155852031535,0.44233705623843683,1,5,6596
2351-487-6402,Rommes/bips98_1142,0,500,1,51,9.80392156862745,1,2351-487-6402,2351,487,6402,/home/anna/.ssgetpy/MM/Rommes/bips98_1142/bips98_1142.mtx,487,487,861,False,0.3582887700534759,1.0,0.003630322681294773,1.7679671457905544,2,0.422129848242059,1.0,0.0,1,1,1.7679671457905544,0.422129848242059,1,2,487
77-240-490,HB/bcsstm27,0,250,1,77,3.24675324675325,1,77-240-490,77,240,490,/home/anna/.ssgetpy/MM/HB/bcsstm27/bcsstm27.mtx,240,240,10128,False,1.0,1.0,0.17583333333333334,42.2,54,11.127743107506872,2.7583333333333333,0.42809331796804406,2,3,15.299093655589123,3.489037526932093,4,18,662
782-1081-593,Nemeth/nemeth18,1,138,1,53,2.60377358490566,1,782-1081-593,782,1081,593,/home/anna/.ssgetpy/MM/Nemeth/nemeth18/nemeth18.mtx,1081,1081,79009,False,1.0,1.0,0.06761221707724287,73.08880666049954,82,7.265003268339548,6.441258094357077,1.5372404270077862,2,8,11.346976877782565,20.411020359078186,1,74,6963
326-846-1218,Bai/qc2534,1,610,1,91,6.7032967032967,1,326-846-1218,326,846,1218,/home/anna/.ssgetpy/MM/Bai/qc2534/qc2534.mtx,846,846,140058,False,1.0,1.0,0.19568935164227153,165.5531914893617,183,41.89829386528153,2.562647754137116,0.5008027468867182,1,3,64.60239852398524,83.65871206842829,1,182,2168
48-1662-157,HB/bcsstk26,0,1700,1,186,9.13978494623656,1,48-1662-157,48,1662,157,/home/anna/.ssgetpy/MM/HB/bcsstk26/bcsstk26.mtx,1662,1662,26348,True,1.0,1.0,0.009538621497593986,15.853188929001204,33,5.910085309250714,7.150421179302046,2.541164668641037,2,15,2.2170986199932683,2.2150818214306582,1,18,11884
2819-1569-940,Goodwin/Goodwin_017,1,170,1,131,1.29770992366412,0,2819-1569-940,2819,1569,940,/home/anna/.ssgetpy/MM/Goodwin/Goodwin_017/Goodwin_017.mtx,1569,1569,46113,False,0.062228943798234106,0.9698641104908481,0.018731712786090933,29.390057361376673,62,15.868108499895625,10.07329509241555,4.028940166880871,1,20,2.917621006010756,4.804516109109948,1,26,15805
1790-1252-1738,Meszaros/iprob,1,1,1,51,0.0196078431372549,0,1790-1252-1738,1790,1252,1738,/home/anna/.ssgetpy/MM/Meszaros/iprob/iprob.mtx,1252,1252,1252,False,1,1,0.0007987220447284345,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1252
61-333-37,HB/bcsstm06,1,45,1,51,0.882352941176471,0,61-333-37,61,333,37,/home/anna/.ssgetpy/MM/HB/bcsstm06/bcsstm06.mtx,333,333,333,True,1.0,1.0,0.003003003003003003,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,333
1615-1694-3004,Bai/dw8192,0,1700,1,234,7.26495726495726,1,1615-1694-3004,1615,1694,3004,/home/anna/.ssgetpy/MM/Bai/dw8192/dw8192.mtx,1694,1694,8158,False,0.9498762376237624,1.0,0.002842869269830738,4.81582054309327,5,0.4025714346585098,2.8488783943329397,0.35816737144478944,2,3,1.6904268545379195,0.9447542828309402,1,3,4826
380-256-50,DRIVCAV/cavity01,1,141,0,0,0.0,0,380-256-50,380,256,50,/home/anna/.ssgetpy/MM/DRIVCAV/cavity01/cavity01.mtx,256,256,5679,False,0.5325314379442319,0.8277747402952433,0.0866546630859375,22.18359375,62,12.037081427100947,5.665354330708661,2.201069101461919,2,13,3.946490618485059,3.9679816321694004,1,22,1439
989-313-1030,Sandia/adder_dcop_06,1,291,1,53,5.49056603773585,1,989-313-1030,989,313,1030,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_06/adder_dcop_06.mtx,313,313,647,False,-0.005988023952095809,0.6107784431137725,0.0066041298778184935,2.0670926517571884,7,1.0538095418627993,1.5079872204472844,0.728756724877332,1,4,1.3707627118644068,0.5751133370684441,1,4,472
50-1452-1753,HB/bcsstk28,1,391,1,98,3.98979591836735,1,50-1452-1753,50,1452,1753,/home/anna/.ssgetpy/MM/HB/bcsstk28/bcsstk28.mtx,1452,1452,66462,True,1.0,1.0,0.03152391685449537,45.77272727272727,66,10.951715968040265,3.453168044077135,1.184093214386532,1,8,13.25528520143598,5.543662763668799,2,30,5014
2827-1373-477,TAMU_SmartGridCenter/ACTIVSg2000,1,358,1,96,3.72916666666667,1,2827-1373-477,2827,1373,477,/home/anna/.ssgetpy/MM/TAMU_SmartGridCenter/ACTIVSg2000/ACTIVSg2000.mtx,1373,1373,4994,False,0.024855012427506214,0.9997238331952499,0.002649155575029613,3.637290604515659,17,1.7658595106625903,3.091769847050255,1.1232940449797695,1,8,1.1764428739693757,0.7048284234987383,1,13,4245
1449-1146-3057,Oberwolfach/t2dal,0,1150,1,83,13.855421686747,1,1449-1146-3057,1449,1146,3057,/home/anna/.ssgetpy/MM/Oberwolfach/t2dal/t2dal.mtx,1146,1146,9902,False,1.0,1.0,0.0075396934172735275,8.640488656195462,9,0.992063324113473,2.926701570680628,0.2606257270084532,2,3,2.9522957662492546,0.2159193036223678,1,3,3354
1640-1738-1173,Bai/tols4000,1,24,1,51,0.470588235294118,0,1640-1738-1173,1640,1738,1173,/home/anna/.ssgetpy/MM/Bai/tols4000/tols4000.mtx,1738,1738,2304,False,0.0,0.0,0.0007627512543682738,1.3256616800920598,2,0.46862154262440464,1.3256616800920598,0.46862154262440464,1,2,1.0,0.0,1,1,2304
327-222-29,Bai/qc324,0,250,1,55,4.54545454545455,1,327-222-29,327,222,29,/home/anna/.ssgetpy/MM/Bai/qc324/qc324.mtx,222,222,16262,False,1.0,1.0,0.3299651002353705,73.25225225225225,83,16.83998270337242,2.2522522522522523,0.4545757049204636,1,3,32.524,36.98990975928436,1,82,500
2682-1825-1293,VDOL/freeFlyingRobot_10,0,1850,1,51,36.2745098039216,1,2682-1825-1293,2682,1825,1293,/home/anna/.ssgetpy/MM/VDOL/freeFlyingRobot_10/freeFlyingRobot_10.mtx,1825,1825,1825,False,1.0,1.0,0.000547945205479452,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1825
440-1358-176,FIDAP/ex9,1,1331,0,55,24.2,0,440-1358-176,440,1358,176,/home/anna/.ssgetpy/MM/FIDAP/ex9/ex9.mtx,1358,1358,39404,True,1.0,1.0,0.021366863250773794,29.01620029455081,50,11.488793399665871,5.025036818851252,1.411385626769467,1,7,5.774325908558031,5.300308307672885,2,18,6824
244-1857-420,HB/sherman3,1,301,1,70,4.3,1,244-1857-420,244,1857,420,/home/anna/.ssgetpy/MM/HB/sherman3/sherman3.mtx,1857,1857,5959,False,0.19502681618722575,1.0,0.0017280232359533228,3.2089391491653205,7,2.5067417562844354,2.4561120086160475,1.6676905517394132,1,5,1.3065117298837974,0.7032197386267133,1,3,4561
386-796-145,DRIVCAV/cavity07,0,800,1,282,2.83687943262411,1,386-796-145,386,796,145,/home/anna/.ssgetpy/MM/DRIVCAV/cavity07/cavity07.mtx,796,796,22396,False,0.0,0.9522630348053377,0.03534632963814045,28.1356783919598,62,14.462798696926697,5.9623115577889445,1.975627038281525,2,13,4.718921196797303,5.268177666752698,1,22,4746
769-1404-3166,Nemeth/nemeth05,1,5,1,52,0.0961538461538462,0,769-1404-3166,769,1404,3166,/home/anna/.ssgetpy/MM/Nemeth/nemeth05/nemeth05.mtx,1404,1404,57832,False,1.0,1.0,0.029338235890942442,41.19088319088319,51,6.919914452440195,6.128917378917379,1.523244857633749,2,9,6.720743753631609,9.464057498733556,1,45,8605
146-312-117,HB/fs_541_2,0,350,1,53,6.60377358490566,1,146-312-117,146,312,117,/home/anna/.ssgetpy/MM/HB/fs_541_2/fs_541_2.mtx,312,312,1642,False,0.0,0.8842105263157894,0.016868014464168312,5.262820512820513,6,0.5895693722603214,4.378205128205129,0.8385193659977024,2,6,1.2020497803806736,0.5121040488212643,1,3,1366
321-407-74,Bai/olm500,0,450,1,69,6.52173913043478,1,321-407-74,321,407,74,/home/anna/.ssgetpy/MM/Bai/olm500/olm500.mtx,407,407,1622,False,0.3325102880658436,0.6666666666666666,0.00979178866156753,3.9852579852579852,6,1.9987167553426228,1.0,0.0,1,1,3.9852579852579852,1.9987167553426228,1,6,407
30-916-31,HB/bcsstk08,0,950,1,67,14.1791044776119,1,30-916-31,30,916,31,/home/anna/.ssgetpy/MM/HB/bcsstk08/bcsstk08.mtx,916,916,9342,True,1.0,1.0,0.011133941000362312,10.198689956331878,247,15.235052035055864,7.967248908296943,10.478977575799776,1,124,1.2800767333516032,0.5384023691723078,1,6,7298
1891-659-4740,Marini/eurqsa,1,48,0,0,0.0,0,1891-659-4740,1891,659,4740,/home/anna/.ssgetpy/MM/Marini/eurqsa/eurqsa.mtx,659,659,1127,False,1.0,1.0,0.0025950939599015386,1.710166919575114,3,0.25968830649246727,1.0,0.0,1,1,2.9272727272727272,0.25968830649246727,2,3,385
1036-1021-113,Sandia/adder_dcop_53,1,56,0,0,0.0,0,1036-1021-113,1036,1021,113,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_53/adder_dcop_53.mtx,1021,1021,2887,False,0.0021344717182497333,0.6211312700106724,0.0027694612932530473,2.8276199804113613,8,1.5717346089257405,2.4374384236453204,1.3492480445111712,1,7,1.1669361358124495,0.40212419800132987,1,5,2474
27-131-13,HB/bcsstk05,1,128,1,69,1.85507246376812,1,27-131-13,27,131,13,/home/anna/.ssgetpy/MM/HB/bcsstk05/bcsstk05.mtx,131,131,2007,True,1.0,1.0,0.11695122661849543,15.320610687022901,21,5.248434409345205,4.122137404580153,1.446358421488276,1,8,3.716666666666667,2.503941337616004,1,10,540
1609-1353-110,Cylshell/s2rmt3m1,0,1400,1,84,16.6666666666667,1,1609-1353-110,1609,1353,110,/home/anna/.ssgetpy/MM/Cylshell/s2rmt3m1/s2rmt3m1.mtx,1353,1353,50351,True,1.0,1.0,0.027505054328914584,37.21433850702143,42,6.482670162920131,3.032520325203252,0.9124940059704748,2,8,12.271752376310017,4.522750897013384,1,18,4103
826-271-3704,TOKAMAK/utm5940,1,278,1,60,4.63333333333333,1,826-271-3704,826,271,3704,/home/anna/.ssgetpy/MM/TOKAMAK/utm5940/utm5940.mtx,271,271,2608,False,0.0,0.6581086863500214,0.03551149902642938,9.623616236162361,16,2.3897141641427857,3.1180811808118083,0.9296696278925713,1,5,3.0863905325443786,2.8824491335056797,1,15,845
1196-1353-260,Rajat/rajat12,1,292,1,113,2.58407079646018,1,1196-1353-260,1196,1353,260,/home/anna/.ssgetpy/MM/Rajat/rajat12/rajat12.mtx,1353,1353,5624,False,0.4167642238351674,0.9800983376258487,0.003072201655296134,4.1566888396156685,80,5.80521352233597,2.7346637102734666,3.0695009563776616,1,29,1.52,1.5826355029302026,1,61,3700
2372-1318-1146,Rommes/S80PI_n,1,1198,0,0,0.0,0,2372-1318-1146,2372,1318,1146,/home/anna/.ssgetpy/MM/Rommes/S80PI_n/S80PI_n.mtx,1318,1318,3263,False,0.005351681957186544,1.0,0.0018783921009668855,2.475720789074355,3,0.5247042178826733,1.4958238420652998,0.49998255940073,1,2,1.6563451776649747,0.9388257287019164,1,3,1970
1430-972-334,Oberwolfach/filter2D,1,151,1,77,1.96103896103896,1,1430-972-334,1430,972,334,/home/anna/.ssgetpy/MM/Oberwolfach/filter2D/filter2D.mtx,972,972,6320,False,1.0,1.0,0.006689359684329963,6.502057613168724,9,1.2125017011458359,6.239711934156379,1.2842617770843288,2,9,1.0420445177246496,0.20636158246453082,1,3,6065
2753-339-54,VDOL/tumorAntiAngiogenesis_6,1,41,0,53,0.773584905660377,0,2753-339-54,2753,339,54,/home/anna/.ssgetpy/MM/VDOL/tumorAntiAngiogenesis_6/tumorAntiAngiogenesis_6.mtx,339,339,2028,False,1.0,1.0,0.0176469052653562,5.982300884955753,335,18.10505998514809,3.4365781710914454,0.988706778295164,1,5,1.7407725321888412,5.289370124416069,1,113,1165
1159-206-119,Sandia/oscil_dcop_48,1,79,0,0,0.0,0,1159-206-119,1159,206,119,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_48/oscil_dcop_48.mtx,206,206,638,False,0.7194570135746606,1.0,0.015034404750683381,3.0970873786407767,13,1.5766165266089989,2.3640776699029127,1.24185535865956,1,11,1.3100616016427105,0.6845023944682392,1,3,487
876-137-32,Pothen/mesh2em5,1,31,1,55,0.563636363636364,0,876-137-32,876,137,32,/home/anna/.ssgetpy/MM/Pothen/mesh2em5/mesh2em5.mtx,137,137,711,True,1.0,1.0,0.037881613298524165,5.189781021897811,10,1.8384889333058296,2.1824817518248176,0.7757170274019455,1,3,2.3779264214046822,0.8814216139146024,1,6,299
50-857-289,HB/bcsstk28,1,184,1,81,2.2716049382716,1,50-857-289,50,857,289,/home/anna/.ssgetpy/MM/HB/bcsstk28/bcsstk28.mtx,857,857,36317,True,1.0,1.0,0.04944795349983457,42.376896149358224,82,11.209538286320372,3.855309218203034,1.562415306664158,2,9,10.99182808716707,5.532831224195608,1,24,3304
1634-282-102,Bai/rdb450,1,85,1,140,0.607142857142857,0,1634-282-102,1634,282,102,/home/anna/.ssgetpy/MM/Bai/rdb450/rdb450.mtx,282,282,1590,False,0.7859327217125383,1.0,0.019993964086313567,5.638297872340425,6,0.5868124707358185,3.7163120567375887,0.4957441735404622,2,4,1.5171755725190839,0.8658550685355152,1,3,1048
425-540-61,FIDAP/ex28,0,550,1,71,7.74647887323944,1,425-540-61,425,540,61,/home/anna/.ssgetpy/MM/FIDAP/ex28/ex28.mtx,540,540,14373,False,0.9821249821249821,1.0,0.049290123456790125,26.616666666666667,62,13.599268090327236,3.7092592592592593,0.8749113221770108,2,5,7.17573639540689,3.6263404248763997,1,16,2003
222-124-319,HB/nos6,1,52,1,59,0.88135593220339,0,222-124-319,222,124,319,/home/anna/.ssgetpy/MM/HB/nos6/nos6.mtx,124,124,550,True,1.0,1.0,0.03577003121748179,4.435483870967742,5,0.5853305584394857,2.5161290322580645,0.4997397866074087,2,3,1.7628205128205128,0.9548270046505772,1,3,312
67-1357-114,HB/bcsstm12,0,1400,1,61,22.9508196721311,1,67-1357-114,67,1357,114,/home/anna/.ssgetpy/MM/HB/bcsstm12/bcsstm12.mtx,1357,1357,18063,True,1.0,1.0,0.009809123141612936,13.310980103168754,22,5.1455432058404496,7.9491525423728815,1.9608345578277384,2,11,1.6745156206544916,0.4685555443568859,1,2,10787
189-1541-645,HB/lns_3937,0,1550,1,76,20.3947368421053,1,189-1541-645,189,1541,645,/home/anna/.ssgetpy/MM/HB/lns_3937/lns_3937.mtx,1541,1541,7047,False,0.005448601525608427,0.9807482746095169,0.002967556484428856,4.573004542504867,6,1.3758454397994253,2.8157040882543805,0.8432116075439479,1,4,1.624106937082277,0.9116184855969833,1,3,4339
1511-796-185,Barabasi/NotreDame_yeast,1,215,0,0,0.0,0,1511-796-185,1511,796,185,/home/anna/.ssgetpy/MM/Barabasi/NotreDame_yeast/NotreDame_yeast.mtx,796,796,912,False,1.0,1.0,0.0014393575919800004,1.1457286432160805,26,1.8015242132646958,1.7913385826771653,1.764636146031656,1,25,1.0021978021978022,0.04682917747837917,1,2,910
29-229-100,HB/bcsstk07,0,250,1,64,3.90625,1,29-229-100,29,229,100,/home/anna/.ssgetpy/MM/HB/bcsstk07/bcsstk07.mtx,229,229,3795,True,1.0,1.0,0.07236704105566255,16.572052401746724,25,5.035273454051864,5.746724890829694,2.1242106611747733,1,10,2.8837386018237083,3.012034121435591,1,14,1316
142-124-44,HB/fs_183_3,1,8,0,52,0.153846153846154,0,142-124-44,142,124,44,/home/anna/.ssgetpy/MM/HB/fs_183_3/fs_183_3.mtx,124,124,402,False,0.0,0.35251798561151076,0.02614464099895942,3.2419354838709675,28,3.641984056363428,2.6774193548387095,2.223584678878121,1,15,1.2108433734939759,0.5576439353213372,1,5,332
71-1244-1967,HB/bcsstm21,1,3,1,51,0.0588235294117647,0,71-1244-1967,71,1244,1967,/home/anna/.ssgetpy/MM/HB/bcsstm21/bcsstm21.mtx,1244,1244,1244,True,1.0,1.0,0.0008038585209003215,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1244
30-1062-5,HB/bcsstk08,0,1100,1,74,14.8648648648649,1,30-1062-5,30,1062,5,/home/anna/.ssgetpy/MM/HB/bcsstk08/bcsstk08.mtx,1062,1062,12570,True,1.0,1.0,0.011145158372966474,11.836158192090396,336,20.570019402880064,9.077212806026365,13.198315982500292,1,165,1.303941908713693,0.6093539711740366,1,18,9640
398-850-3659,DRIVCAV/cavity19,1,647,0,51,12.6862745098039,0,398-850-3659,398,850,3659,/home/anna/.ssgetpy/MM/DRIVCAV/cavity19/cavity19.mtx,850,850,20246,False,0.0,1.0,0.028022145328719723,23.818823529411766,62,15.380740394613817,4.921176470588235,2.20259708299875,1,13,4.84006693760459,5.338236955608885,1,22,4183
1062-712-243,Sandia/fpga_dcop_08,1,16,1,51,0.313725490196078,0,1062-712-243,1062,712,243,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_08/fpga_dcop_08.mtx,712,712,1420,False,-0.014124293785310734,0.9830508474576272,0.002801098346168413,1.9943820224719102,2,0.07474232975084308,1.0,0.0,1,1,1.9943820224719102,0.07474232975084308,1,2,712
1037-1360-319,Sandia/adder_dcop_54,1,74,0,0,0.0,0,1037-1360-319,1037,1360,319,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_54/adder_dcop_54.mtx,1360,1360,4855,False,0.002282453637660485,0.550641940085592,0.0026248918685121106,3.5698529411764706,9,1.6802334700003503,2.965339233038348,1.463259722234729,1,8,1.2074110917682168,0.4754660142744109,1,5,4021
